eqp_id,module_id,module_type,state,area,start_time,end_time,lot_id,slot_no,srcmoduleid,dstmoduleid,srcmoduletype,dstmoduletype
EQP_XFER,,,PUT,XFER,2026-01-01 10:36:25,2026-01-01 10:36:51,L1022,14.0,LP2,PM2,Loadport,PM
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 10:36:26,2026-01-01 10:44:41,L1022,12.0,,,,
EQP_LP,LP2,Loadport,CLAMP_ON,LP,2026-01-01 10:36:27,2026-01-01 10:36:36,L1022,17.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:36:32,2026-01-01 10:36:48,L1022,19.0,PST2,LP1,PST,Loadport
EQP_XFER,,,PUT,XFER,2026-01-01 10:36:33,2026-01-01 10:37:08,L1021,3.0,PM3,LLM1,PM,LLM
EQP_LP,LP3,Loadport,CLAMP_ON,LP,2026-01-01 10:36:37,2026-01-01 10:36:56,L1022,18.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:36:38,2026-01-01 10:37:03,L1022,16.0,LP1,PM1,Loadport,PM
EQP_MET,LLM2,LLM,MEASURE,MET,2026-01-01 10:36:38,2026-01-01 10:39:00,L1020,20.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:36:40,2026-01-01 10:36:52,L1022,20.0,PST1,LP2,PST,Loadport
EQP_XFER,,,PUT,XFER,2026-01-01 10:36:41,2026-01-01 10:37:10,L1022,17.0,LP2,PM2,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 10:36:42,2026-01-01 10:37:26,L1021,1.0,PM1,LLM1,PM,LLM
EQP_PM,PM1,PM,RECIPE_RUN,PROC,2026-01-01 10:36:42,2026-01-01 10:46:25,L1022,13.0,,,,
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 10:36:44,2026-01-01 10:48:26,L1022,11.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:36:45,2026-01-01 10:37:20,L1021,10.0,PM1,LLM2,PM,LLM
EQP_MET,LLM2,LLM,MEASURE,MET,2026-01-01 10:36:45,2026-01-01 10:38:23,L1021,4.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:36:46,2026-01-01 10:37:15,L1022,15.0,LP3,PM3,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 10:36:48,2026-01-01 10:36:59,L1022,21.0,PST2,LP3,PST,Loadport
EQP_LP,LP1,Loadport,CLAMP_ON,LP,2026-01-01 10:36:50,2026-01-01 10:37:04,L1022,19.0,,,,
EQP_MET,LLM1,LLM,MEASURE,MET,2026-01-01 10:36:50,2026-01-01 10:39:42,L1020,19.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:36:53,2026-01-01 10:37:22,L1021,13.0,PM1,LLM1,PM,LLM
EQP_XFER,,,PUT,XFER,2026-01-01 10:36:56,2026-01-01 10:37:13,L1022,22.0,PST1,LP1,PST,Loadport
EQP_LP,LP2,Loadport,CLAMP_ON,LP,2026-01-01 10:36:56,2026-01-01 10:37:15,L1022,20.0,,,,
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 10:36:57,2026-01-01 10:45:37,L1022,14.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:37:03,2026-01-01 10:37:20,L1022,18.0,LP3,PM3,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 10:37:04,2026-01-01 10:37:19,L1022,23.0,PST2,LP2,PST,Loadport
EQP_LP,LP3,Loadport,CLAMP_ON,LP,2026-01-01 10:37:05,2026-01-01 10:37:21,L1022,21.0,,,,
EQP_MET,LLM2,LLM,MEASURE,MET,2026-01-01 10:37:10,2026-01-01 10:39:03,L1021,2.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:37:11,2026-01-01 10:37:37,L1022,19.0,LP1,PM1,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 10:37:12,2026-01-01 10:37:26,L1022,24.0,PST1,LP3,PST,Loadport
EQP_PM,PM1,PM,RECIPE_RUN,PROC,2026-01-01 10:37:12,2026-01-01 10:49:47,L1022,16.0,,,,
EQP_MET,LLM1,LLM,MEASURE,MET,2026-01-01 10:37:14,2026-01-01 10:38:50,L1021,3.0,,,,
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 10:37:18,2026-01-01 10:47:32,L1022,17.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:37:19,2026-01-01 10:37:31,L1022,20.0,LP2,PM2,Loadport,PM
EQP_LP,LP1,Loadport,CLAMP_ON,LP,2026-01-01 10:37:19,2026-01-01 10:37:36,L1022,22.0,,,,
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 10:37:23,2026-01-01 10:47:04,L1022,15.0,,,,
EQP_LP,LP2,Loadport,CLAMP_ON,LP,2026-01-01 10:37:26,2026-01-01 10:37:39,L1022,23.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:37:26,2026-01-01 10:37:40,L1022,21.0,LP3,PM3,Loadport,PM
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 10:37:26,2026-01-01 10:50:02,L1022,18.0,,,,
EQP_MET,LLM1,LLM,MEASURE,MET,2026-01-01 10:37:29,2026-01-01 10:39:19,L1021,1.0,,,,
EQP_MET,LLM2,LLM,MEASURE,MET,2026-01-01 10:37:30,2026-01-01 10:40:25,L1021,10.0,,,,
EQP_MET,LLM1,LLM,MEASURE,MET,2026-01-01 10:37:31,2026-01-01 10:39:04,L1021,13.0,,,,
EQP_LP,LP3,Loadport,CLAMP_ON,LP,2026-01-01 10:37:32,2026-01-01 10:37:38,L1022,24.0,,,,
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 10:37:38,2026-01-01 10:49:24,L1022,20.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:37:40,2026-01-01 10:37:53,L1022,24.0,LP3,PM3,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 10:37:40,2026-01-01 10:37:59,L1022,22.0,LP1,PM2,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 10:37:43,2026-01-01 10:38:16,L1022,23.0,LP2,PM2,Loadport,PM
EQP_PM,PM1,PM,RECIPE_RUN,PROC,2026-01-01 10:37:43,2026-01-01 10:46:20,L1022,19.0,,,,
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 10:37:47,2026-01-01 10:48:07,L1022,21.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:37:55,2026-01-01 10:38:22,L1021,16.0,PM1,LLM2,PM,LLM
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 10:38:00,2026-01-01 10:50:39,L1022,24.0,,,,
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 10:38:08,2026-01-01 10:47:16,L1022,22.0,,,,
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 10:38:20,2026-01-01 10:45:35,L1022,23.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:38:25,2026-01-01 10:38:57,L1021,7.0,PM1,LLM1,PM,LLM
EQP_MET,LLM2,LLM,MEASURE,MET,2026-01-01 10:38:27,2026-01-01 10:41:01,L1021,16.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:39:00,2026-01-01 10:39:41,L1021,21.0,PM3,LLM1,PM,LLM
EQP_XFER,,,PUT,XFER,2026-01-01 10:39:05,2026-01-01 10:39:27,L1021,9.0,PM3,LLM1,PM,LLM
EQP_MET,LLM1,LLM,MEASURE,MET,2026-01-01 10:39:08,2026-01-01 10:41:12,L1021,7.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:39:15,2026-01-01 10:39:47,L1021,20.0,PM2,LLM2,PM,LLM
EQP_MET,LLM1,LLM,MEASURE,MET,2026-01-01 10:39:35,2026-01-01 10:41:50,L1021,9.0,,,,
EQP_MET,LLM1,LLM,MEASURE,MET,2026-01-01 10:39:47,2026-01-01 10:42:31,L1021,21.0,,,,
EQP_MET,LLM2,LLM,MEASURE,MET,2026-01-01 10:39:56,2026-01-01 10:42:01,L1021,20.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:40:03,2026-01-01 10:40:28,L1021,6.0,PM3,LLM2,PM,LLM
EQP_XFER,,,PUT,XFER,2026-01-01 10:40:19,2026-01-01 10:40:42,L1021,12.0,PM3,LLM2,PM,LLM
EQP_MET,LLM2,LLM,MEASURE,MET,2026-01-01 10:40:34,2026-01-01 10:42:38,L1021,6.0,,,,
EQP_MET,LLM2,LLM,MEASURE,MET,2026-01-01 10:40:47,2026-01-01 10:42:28,L1021,12.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:40:57,2026-01-01 10:41:20,L1021,8.0,PM2,LLM2,PM,LLM
EQP_XFER,,,PUT,XFER,2026-01-01 10:40:58,2026-01-01 10:41:22,L1021,5.0,PM2,LLM1,PM,LLM
EQP_LP,LP2,Loadport,PURGE,LP,2026-01-01 10:41:00,2026-01-01 10:44:54,,,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:41:01,2026-01-01 10:41:30,L1021,17.0,PM2,LLM1,PM,LLM
EQP_XFER,,,PUT,XFER,2026-01-01 10:41:08,2026-01-01 10:41:15,L1023,1.0,PST2,LP1,PST,Loadport
EQP_XFER,,,PUT,XFER,2026-01-01 10:41:14,2026-01-01 10:41:41,L1021,15.0,PM3,LLM1,PM,LLM
EQP_XFER,,,PUT,XFER,2026-01-01 10:41:16,2026-01-01 10:41:23,L1023,2.0,PST1,LP2,PST,Loadport
EQP_XFER,,,PUT,XFER,2026-01-01 10:41:17,2026-01-01 10:41:57,L1021,22.0,PM2,LLM2,PM,LLM
EQP_LP,LP1,Loadport,CLAMP_ON,LP,2026-01-01 10:41:20,2026-01-01 10:41:28,L1023,1.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:41:24,2026-01-01 10:41:41,L1023,3.0,PST2,LP3,PST,Loadport
EQP_MET,LLM2,LLM,MEASURE,MET,2026-01-01 10:41:24,2026-01-01 10:43:52,L1021,8.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:41:25,2026-01-01 10:42:01,L1021,14.0,PM2,LLM2,PM,LLM
EQP_MET,LLM1,LLM,MEASURE,MET,2026-01-01 10:41:26,2026-01-01 10:43:50,L1021,5.0,,,,
EQP_LP,LP2,Loadport,CLAMP_ON,LP,2026-01-01 10:41:30,2026-01-01 10:41:38,L1023,2.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:41:32,2026-01-01 10:41:43,L1023,4.0,PST1,LP1,PST,Loadport
EQP_XFER,,,PUT,XFER,2026-01-01 10:41:34,2026-01-01 10:41:57,L1023,1.0,LP1,PM1,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 10:41:35,2026-01-01 10:41:55,L1021,18.0,PM3,LLM2,PM,LLM
EQP_XFER,,,PUT,XFER,2026-01-01 10:41:40,2026-01-01 10:41:55,L1023,5.0,PST2,LP2,PST,Loadport
EQP_MET,LLM1,LLM,MEASURE,MET,2026-01-01 10:41:41,2026-01-01 10:43:42,L1021,17.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:41:45,2026-01-01 10:42:09,L1023,2.0,LP2,PM2,Loadport,PM
EQP_LP,LP1,Loadport,CLAMP_ON,LP,2026-01-01 10:41:47,2026-01-01 10:42:05,L1023,4.0,,,,
EQP_LP,LP3,Loadport,CLAMP_ON,LP,2026-01-01 10:41:48,2026-01-01 10:42:04,L1023,3.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:41:48,2026-01-01 10:42:04,L1023,6.0,PST1,LP3,PST,Loadport
EQP_MET,LLM1,LLM,MEASURE,MET,2026-01-01 10:41:52,2026-01-01 10:44:09,L1021,15.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:41:55,2026-01-01 10:42:24,L1021,19.0,PM1,LLM1,PM,LLM
EQP_XFER,,,PUT,XFER,2026-01-01 10:41:56,2026-01-01 10:42:10,L1023,7.0,PST2,LP1,PST,Loadport
EQP_LP,LP2,Loadport,CLAMP_ON,LP,2026-01-01 10:41:58,2026-01-01 10:42:13,L1023,5.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:42:00,2026-01-01 10:42:36,L1021,23.0,PM2,LLM1,PM,LLM
EQP_MET,LLM2,LLM,MEASURE,MET,2026-01-01 10:42:02,2026-01-01 10:44:20,L1021,18.0,,,,
EQP_PM,PM1,PM,RECIPE_RUN,PROC,2026-01-01 10:42:03,2026-01-01 10:52:34,L1023,1.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:42:04,2026-01-01 10:42:17,L1023,8.0,PST1,LP2,PST,Loadport
EQP_XFER,,,PUT,XFER,2026-01-01 10:42:05,2026-01-01 10:42:33,L1021,11.0,PM2,LLM1,PM,LLM
EQP_LP,LP3,Loadport,CLAMP_ON,LP,2026-01-01 10:42:06,2026-01-01 10:42:14,L1023,6.0,,,,
EQP_MET,LLM2,LLM,MEASURE,MET,2026-01-01 10:42:06,2026-01-01 10:44:17,L1021,22.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:42:08,2026-01-01 10:42:27,L1023,3.0,LP3,PM3,Loadport,PM
EQP_MET,LLM2,LLM,MEASURE,MET,2026-01-01 10:42:08,2026-01-01 10:44:14,L1021,14.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:42:10,2026-01-01 10:42:30,L1023,4.0,LP1,PM1,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 10:42:12,2026-01-01 10:42:26,L1023,9.0,PST2,LP3,PST,Loadport
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 10:42:14,2026-01-01 10:51:34,L1023,2.0,,,,
EQP_LP,LP1,Loadport,CLAMP_ON,LP,2026-01-01 10:42:17,2026-01-01 10:42:36,L1023,7.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:42:17,2026-01-01 10:42:39,L1023,5.0,LP2,PM2,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 10:42:18,2026-01-01 10:42:49,L1023,6.0,LP3,PM3,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 10:42:20,2026-01-01 10:42:33,L1023,10.0,PST1,LP1,PST,Loadport
EQP_LP,LP2,Loadport,CLAMP_ON,LP,2026-01-01 10:42:23,2026-01-01 10:42:37,L1023,8.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:42:28,2026-01-01 10:42:36,L1023,11.0,PST2,LP2,PST,Loadport
EQP_LP,LP3,Loadport,CLAMP_ON,LP,2026-01-01 10:42:30,2026-01-01 10:42:47,L1023,9.0,,,,
EQP_MET,LLM1,LLM,MEASURE,MET,2026-01-01 10:42:30,2026-01-01 10:43:51,L1021,19.0,,,,
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 10:42:33,2026-01-01 10:52:52,L1023,3.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:42:36,2026-01-01 10:42:47,L1023,12.0,PST1,LP3,PST,Loadport
EQP_MET,LLM1,LLM,MEASURE,MET,2026-01-01 10:42:36,2026-01-01 10:45:31,L1021,11.0,,,,
EQP_PM,PM1,PM,RECIPE_RUN,PROC,2026-01-01 10:42:36,2026-01-01 10:53:06,L1023,4.0,,,,
EQP_LP,LP1,Loadport,CLAMP_ON,LP,2026-01-01 10:42:40,2026-01-01 10:42:58,L1023,10.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:42:41,2026-01-01 10:43:03,L1023,7.0,LP1,PM1,Loadport,PM
EQP_LP,LP2,Loadport,CLAMP_ON,LP,2026-01-01 10:42:42,2026-01-01 10:43:00,L1023,11.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:42:43,2026-01-01 10:43:16,L1023,8.0,LP2,PM2,Loadport,PM
EQP_MET,LLM1,LLM,MEASURE,MET,2026-01-01 10:42:43,2026-01-01 10:45:06,L1021,23.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:42:44,2026-01-01 10:43:01,L1023,13.0,PST2,LP1,PST,Loadport
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 10:42:47,2026-01-01 10:51:24,L1023,5.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:42:48,2026-01-01 10:43:09,L1022,1.0,PM1,LLM1,PM,LLM
EQP_LP,LP3,Loadport,CLAMP_ON,LP,2026-01-01 10:42:49,2026-01-01 10:43:04,L1023,12.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:42:52,2026-01-01 10:43:00,L1023,14.0,PST1,LP2,PST,Loadport
EQP_XFER,,,PUT,XFER,2026-01-01 10:42:54,2026-01-01 10:43:14,L1023,9.0,LP3,PM3,Loadport,PM
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 10:42:57,2026-01-01 10:54:19,L1023,6.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:43:00,2026-01-01 10:43:17,L1023,15.0,PST2,LP3,PST,Loadport
EQP_XFER,,,PUT,XFER,2026-01-01 10:43:02,2026-01-01 10:43:14,L1023,10.0,LP1,PM1,Loadport,PM
EQP_LP,LP1,Loadport,CLAMP_ON,LP,2026-01-01 10:43:04,2026-01-01 10:43:15,L1023,13.0,,,,
EQP_LP,LP2,Loadport,CLAMP_ON,LP,2026-01-01 10:43:04,2026-01-01 10:43:15,L1023,14.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:43:07,2026-01-01 10:43:37,L1023,11.0,LP2,PM2,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 10:43:08,2026-01-01 10:43:23,L1023,16.0,PST1,LP1,PST,Loadport
EQP_PM,PM1,PM,RECIPE_RUN,PROC,2026-01-01 10:43:08,2026-01-01 10:52:04,L1023,7.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:43:11,2026-01-01 10:43:39,L1023,12.0,LP3,PM3,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 10:43:16,2026-01-01 10:43:26,L1023,17.0,PST2,LP2,PST,Loadport
EQP_MET,LLM1,LLM,MEASURE,MET,2026-01-01 10:43:17,2026-01-01 10:45:28,L1022,1.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:43:18,2026-01-01 10:43:33,L1023,14.0,LP2,PM2,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 10:43:19,2026-01-01 10:43:50,L1023,13.0,LP1,PM1,Loadport,PM
EQP_PM,PM1,PM,RECIPE_RUN,PROC,2026-01-01 10:43:20,2026-01-01 10:54:49,L1023,10.0,,,,
EQP_LP,LP3,Loadport,CLAMP_ON,LP,2026-01-01 10:43:21,2026-01-01 10:43:30,L1023,15.0,,,,
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 10:43:23,2026-01-01 10:55:01,L1023,9.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:43:24,2026-01-01 10:43:41,L1023,18.0,PST1,LP3,PST,Loadport
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 10:43:24,2026-01-01 10:52:19,L1023,8.0,,,,
EQP_LP,LP1,Loadport,CLAMP_ON,LP,2026-01-01 10:43:27,2026-01-01 10:43:36,L1023,16.0,,,,
EQP_LP,LP2,Loadport,CLAMP_ON,LP,2026-01-01 10:43:30,2026-01-01 10:43:37,L1023,17.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:43:32,2026-01-01 10:43:42,L1023,19.0,PST2,LP1,PST,Loadport
EQP_XFER,,,PUT,XFER,2026-01-01 10:43:33,2026-01-01 10:44:04,L1023,15.0,LP3,PM3,Loadport,PM
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 10:43:36,2026-01-01 10:51:46,L1023,14.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:43:40,2026-01-01 10:43:50,L1023,20.0,PST1,LP2,PST,Loadport
EQP_XFER,,,PUT,XFER,2026-01-01 10:43:42,2026-01-01 10:44:05,L1023,17.0,LP2,PM2,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 10:43:42,2026-01-01 10:44:10,L1023,16.0,LP1,PM1,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 10:43:42,2026-01-01 10:44:14,L1022,2.0,PM2,LLM2,PM,LLM
EQP_LP,LP3,Loadport,CLAMP_ON,LP,2026-01-01 10:43:43,2026-01-01 10:43:58,L1023,18.0,,,,
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 10:43:43,2026-01-01 10:53:31,L1023,12.0,,,,
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 10:43:45,2026-01-01 10:52:30,L1023,11.0,,,,
EQP_LP,LP1,Loadport,CLAMP_ON,LP,2026-01-01 10:43:46,2026-01-01 10:43:56,L1023,19.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:43:48,2026-01-01 10:43:54,L1023,21.0,PST2,LP3,PST,Loadport
EQP_XFER,,,PUT,XFER,2026-01-01 10:43:49,2026-01-01 10:44:08,L1021,24.0,PM3,LLM2,PM,LLM
EQP_PM,PM1,PM,RECIPE_RUN,PROC,2026-01-01 10:43:53,2026-01-01 10:50:53,L1023,13.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:43:56,2026-01-01 10:44:05,L1023,22.0,PST1,LP1,PST,Loadport
EQP_LP,LP2,Loadport,CLAMP_ON,LP,2026-01-01 10:43:57,2026-01-01 10:44:13,L1023,20.0,,,,
EQP_LP,LP3,Loadport,CLAMP_ON,LP,2026-01-01 10:43:59,2026-01-01 10:44:11,L1023,21.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:43:59,2026-01-01 10:44:15,L1023,19.0,LP1,PM1,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 10:44:01,2026-01-01 10:44:35,L1023,18.0,LP3,PM3,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 10:44:04,2026-01-01 10:44:16,L1023,23.0,PST2,LP2,PST,Loadport
EQP_LP,LP1,Loadport,CLAMP_ON,LP,2026-01-01 10:44:08,2026-01-01 10:44:14,L1023,22.0,,,,
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 10:44:09,2026-01-01 10:56:07,L1023,15.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:44:12,2026-01-01 10:44:27,L1023,24.0,PST1,LP3,PST,Loadport
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 10:44:13,2026-01-01 10:56:04,L1023,17.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:44:15,2026-01-01 10:44:48,L1023,20.0,LP2,PM2,Loadport,PM
EQP_MET,LLM2,LLM,MEASURE,MET,2026-01-01 10:44:16,2026-01-01 10:47:11,L1021,24.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:44:17,2026-01-01 10:44:40,L1023,21.0,LP3,PM3,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 10:44:19,2026-01-01 10:44:41,L1023,22.0,LP1,PM2,Loadport,PM
EQP_PM,PM1,PM,RECIPE_RUN,PROC,2026-01-01 10:44:19,2026-01-01 10:56:22,L1023,16.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:44:21,2026-01-01 10:44:42,L1022,4.0,PM1,LLM2,PM,LLM
EQP_LP,LP2,Loadport,CLAMP_ON,LP,2026-01-01 10:44:23,2026-01-01 10:44:30,L1023,23.0,,,,
EQP_PM,PM1,PM,RECIPE_RUN,PROC,2026-01-01 10:44:23,2026-01-01 10:55:31,L1023,19.0,,,,
EQP_MET,LLM2,LLM,MEASURE,MET,2026-01-01 10:44:25,2026-01-01 10:46:04,L1022,2.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:44:28,2026-01-01 10:45:07,L1022,3.0,PM3,LLM1,PM,LLM
EQP_LP,LP3,Loadport,CLAMP_ON,LP,2026-01-01 10:44:34,2026-01-01 10:44:46,L1023,24.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:44:35,2026-01-01 10:44:52,L1023,23.0,LP2,PM2,Loadport,PM
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 10:44:39,2026-01-01 10:55:35,L1023,18.0,,,,
EQP_MET,LLM2,LLM,MEASURE,MET,2026-01-01 10:44:47,2026-01-01 10:47:40,L1022,4.0,,,,
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 10:44:47,2026-01-01 10:55:16,L1023,22.0,,,,
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 10:44:48,2026-01-01 10:56:21,L1023,21.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:44:51,2026-01-01 10:45:21,L1023,24.0,LP3,PM3,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 10:44:55,2026-01-01 10:45:21,L1022,12.0,PM3,LLM2,PM,LLM
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 10:44:55,2026-01-01 10:57:26,L1023,20.0,,,,
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 10:44:56,2026-01-01 10:52:20,L1023,23.0,,,,
EQP_MET,LLM1,LLM,MEASURE,MET,2026-01-01 10:45:13,2026-01-01 10:48:05,L1022,3.0,,,,
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 10:45:30,2026-01-01 10:56:54,L1023,24.0,,,,
EQP_MET,LLM2,LLM,MEASURE,MET,2026-01-01 10:45:32,2026-01-01 10:48:29,L1022,12.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:45:42,2026-01-01 10:46:19,L1022,23.0,PM2,LLM1,PM,LLM
EQP_XFER,,,PUT,XFER,2026-01-01 10:45:45,2026-01-01 10:46:09,L1022,14.0,PM2,LLM2,PM,LLM
EQP_XFER,,,PUT,XFER,2026-01-01 10:45:50,2026-01-01 10:46:34,L1022,5.0,PM2,LLM1,PM,LLM
EQP_XFER,,,PUT,XFER,2026-01-01 10:46:07,2026-01-01 10:46:36,L1022,8.0,PM2,LLM2,PM,LLM
EQP_MET,LLM2,LLM,MEASURE,MET,2026-01-01 10:46:19,2026-01-01 10:47:59,L1022,14.0,,,,
EQP_MET,LLM1,LLM,MEASURE,MET,2026-01-01 10:46:24,2026-01-01 10:48:48,L1022,23.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:46:29,2026-01-01 10:46:59,L1022,19.0,PM1,LLM1,PM,LLM
EQP_XFER,,,PUT,XFER,2026-01-01 10:46:37,2026-01-01 10:47:16,L1022,13.0,PM1,LLM1,PM,LLM
EQP_MET,LLM1,LLM,MEASURE,MET,2026-01-01 10:46:40,2026-01-01 10:48:09,L1022,5.0,,,,
EQP_MET,LLM2,LLM,MEASURE,MET,2026-01-01 10:46:41,2026-01-01 10:48:27,L1022,8.0,,,,
EQP_LP,LP1,Loadport,CHAMBER_CLEAN,LP,2026-01-01 10:47:00,2026-01-01 10:48:50,,,,,,
EQP_MET,LLM1,LLM,MEASURE,MET,2026-01-01 10:47:05,2026-01-01 10:49:51,L1022,19.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 10:47:07,2026-01-01 10:47:25,L1022,6.0,PM3,LLM2,PM,LLM
EQP_XFER,,,PUT,XFER,2026-01-01 10:47:18,2026-01-01 10:47:47,L1022,15.0,PM3,LLM1,PM,LLM
EQP_MET,LLM1,LLM,MEASURE,MET,2026-01-01 10:47:20,2026-01-01 10:49:10,L1022,13.0,,,,
