ocel:eid,ocel:activity,ocel:timestamp,lifecycle,dur_s,lot_id,slot_no,eqp_id,module_id,srcmoduleid,dstmoduleid,state,area
e6293,PUT_START,2026-01-01 10:23:11,start,0.0,L1020,19.0,EQP_XFER,,LP1,PM1,PUT,XFER
e6294,PUT_END,2026-01-01 10:23:35,complete,24.0,L1020,19.0,EQP_XFER,,LP1,PM1,PUT,XFER
e6295,RECIPE_RUN_START,2026-01-01 10:23:42,start,0.0,L1020,19.0,EQP_PM,PM1,,,RECIPE_RUN,PROC
e6296,RECIPE_RUN_END,2026-01-01 10:35:52,complete,730.0,L1020,19.0,EQP_PM,PM1,,,RECIPE_RUN,PROC
e6297,PUT_START,2026-01-01 10:36:01,start,0.0,L1020,19.0,EQP_XFER,,PM1,LLM1,PUT,XFER
e6298,PUT_END,2026-01-01 10:36:42,complete,41.0,L1020,19.0,EQP_XFER,,PM1,LLM1,PUT,XFER
e6299,MEASURE_START,2026-01-01 10:36:50,start,0.0,L1020,19.0,EQP_MET,LLM1,,,MEASURE,MET
e6300,MEASURE_END,2026-01-01 10:39:42,complete,172.0,L1020,19.0,EQP_MET,LLM1,,,MEASURE,MET
e6301,PUT_START,2026-01-01 10:22:40,start,0.0,L1020,20.0,EQP_XFER,,PST1,LP2,PUT,XFER
e6302,PUT_END,2026-01-01 10:22:49,complete,9.0,L1020,20.0,EQP_XFER,,PST1,LP2,PUT,XFER
e6303,CLAMP_ON_START,2026-01-01 10:22:51,start,0.0,L1020,20.0,EQP_LP,LP2,,,CLAMP_ON,LP
e6304,CLAMP_ON_END,2026-01-01 10:23:07,complete,16.0,L1020,20.0,EQP_LP,LP2,,,CLAMP_ON,LP
e6305,PUT_START,2026-01-01 10:23:10,start,0.0,L1020,20.0,EQP_XFER,,LP2,PM2,PUT,XFER
e6306,PUT_END,2026-01-01 10:23:22,complete,12.0,L1020,20.0,EQP_XFER,,LP2,PM2,PUT,XFER
e6307,RECIPE_RUN_START,2026-01-01 10:23:28,start,0.0,L1020,20.0,EQP_PM,PM2,,,RECIPE_RUN,PROC
e6308,RECIPE_RUN_END,2026-01-01 10:35:34,complete,726.0,L1020,20.0,EQP_PM,PM2,,,RECIPE_RUN,PROC
e6309,PUT_START,2026-01-01 10:35:45,start,0.0,L1020,20.0,EQP_XFER,,PM2,LLM2,PUT,XFER
e6310,PUT_END,2026-01-01 10:36:28,complete,43.0,L1020,20.0,EQP_XFER,,PM2,LLM2,PUT,XFER
e6311,MEASURE_START,2026-01-01 10:36:38,start,0.0,L1020,20.0,EQP_MET,LLM2,,,MEASURE,MET
e6312,MEASURE_END,2026-01-01 10:39:00,complete,142.0,L1020,20.0,EQP_MET,LLM2,,,MEASURE,MET
e6313,PUT_START,2026-01-01 10:22:48,start,0.0,L1020,21.0,EQP_XFER,,PST2,LP3,PUT,XFER
e6314,PUT_END,2026-01-01 10:23:05,complete,17.0,L1020,21.0,EQP_XFER,,PST2,LP3,PUT,XFER
e6315,CLAMP_ON_START,2026-01-01 10:23:11,start,0.0,L1020,21.0,EQP_LP,LP3,,,CLAMP_ON,LP
e6316,CLAMP_ON_END,2026-01-01 10:23:22,complete,11.0,L1020,21.0,EQP_LP,LP3,,,CLAMP_ON,LP
e6317,PUT_START,2026-01-01 10:23:27,start,0.0,L1020,21.0,EQP_XFER,,LP3,PM3,PUT,XFER
e6318,PUT_END,2026-01-01 10:23:47,complete,20.0,L1020,21.0,EQP_XFER,,LP3,PM3,PUT,XFER
e6319,RECIPE_RUN_START,2026-01-01 10:23:56,start,0.0,L1020,21.0,EQP_PM,PM3,,,RECIPE_RUN,PROC
e6320,RECIPE_RUN_END,2026-01-01 10:34:38,complete,642.0,L1020,21.0,EQP_PM,PM3,,,RECIPE_RUN,PROC
e6321,PUT_START,2026-01-01 10:34:52,start,0.0,L1020,21.0,EQP_XFER,,PM3,LLM1,PUT,XFER
e6322,PUT_END,2026-01-01 10:35:30,complete,38.0,L1020,21.0,EQP_XFER,,PM3,LLM1,PUT,XFER
e6323,MEASURE_START,2026-01-01 10:35:40,start,0.0,L1020,21.0,EQP_MET,LLM1,,,MEASURE,MET
e6324,MEASURE_END,2026-01-01 10:37:33,complete,113.0,L1020,21.0,EQP_MET,LLM1,,,MEASURE,MET
e6325,PUT_START,2026-01-01 10:22:56,start,0.0,L1020,22.0,EQP_XFER,,PST1,LP1,PUT,XFER
e6326,PUT_END,2026-01-01 10:23:07,complete,11.0,L1020,22.0,EQP_XFER,,PST1,LP1,PUT,XFER
e6327,CLAMP_ON_START,2026-01-01 10:23:12,start,0.0,L1020,22.0,EQP_LP,LP1,,,CLAMP_ON,LP
e6328,CLAMP_ON_END,2026-01-01 10:23:26,complete,14.0,L1020,22.0,EQP_LP,LP1,,,CLAMP_ON,LP
e6329,PUT_START,2026-01-01 10:23:31,start,0.0,L1020,22.0,EQP_XFER,,LP1,PM2,PUT,XFER
e6330,PUT_END,2026-01-01 10:23:43,complete,12.0,L1020,22.0,EQP_XFER,,LP1,PM2,PUT,XFER
e6331,RECIPE_RUN_START,2026-01-01 10:23:52,start,0.0,L1020,22.0,EQP_PM,PM2,,,RECIPE_RUN,PROC
e6332,RECIPE_RUN_END,2026-01-01 10:35:29,complete,697.0,L1020,22.0,EQP_PM,PM2,,,RECIPE_RUN,PROC
e6333,PUT_START,2026-01-01 10:35:41,start,0.0,L1020,22.0,EQP_XFER,,PM2,LLM2,PUT,XFER
e6334,PUT_END,2026-01-01 10:36:03,complete,22.0,L1020,22.0,EQP_XFER,,PM2,LLM2,PUT,XFER
e6335,MEASURE_START,2026-01-01 10:36:06,start,0.0,L1020,22.0,EQP_MET,LLM2,,,MEASURE,MET
e6336,MEASURE_END,2026-01-01 10:38:30,complete,144.0,L1020,22.0,EQP_MET,LLM2,,,MEASURE,MET
e6337,PUT_START,2026-01-01 10:23:04,start,0.0,L1020,23.0,EQP_XFER,,PST2,LP2,PUT,XFER
e6338,PUT_END,2026-01-01 10:23:17,complete,13.0,L1020,23.0,EQP_XFER,,PST2,LP2,PUT,XFER
e6339,CLAMP_ON_START,2026-01-01 10:23:20,start,0.0,L1020,23.0,EQP_LP,LP2,,,CLAMP_ON,LP
e6340,CLAMP_ON_END,2026-01-01 10:23:31,complete,11.0,L1020,23.0,EQP_LP,LP2,,,CLAMP_ON,LP
e6341,PUT_START,2026-01-01 10:23:34,start,0.0,L1020,23.0,EQP_XFER,,LP2,PM2,PUT,XFER
e6342,PUT_END,2026-01-01 10:24:06,complete,32.0,L1020,23.0,EQP_XFER,,LP2,PM2,PUT,XFER
e6343,RECIPE_RUN_START,2026-01-01 10:24:15,start,0.0,L1020,23.0,EQP_PM,PM2,,,RECIPE_RUN,PROC
e6344,RECIPE_RUN_END,2026-01-01 10:34:43,complete,628.0,L1020,23.0,EQP_PM,PM2,,,RECIPE_RUN,PROC
e6345,PUT_START,2026-01-01 10:34:53,start,0.0,L1020,23.0,EQP_XFER,,PM2,LLM1,PUT,XFER
e6346,PUT_END,2026-01-01 10:35:16,complete,23.0,L1020,23.0,EQP_XFER,,PM2,LLM1,PUT,XFER
e6347,MEASURE_START,2026-01-01 10:35:21,start,0.0,L1020,23.0,EQP_MET,LLM1,,,MEASURE,MET
e6348,MEASURE_END,2026-01-01 10:38:00,complete,159.0,L1020,23.0,EQP_MET,LLM1,,,MEASURE,MET
e6349,PUT_START,2026-01-01 10:23:12,start,0.0,L1020,24.0,EQP_XFER,,PST1,LP3,PUT,XFER
e6350,PUT_END,2026-01-01 10:23:24,complete,12.0,L1020,24.0,EQP_XFER,,PST1,LP3,PUT,XFER
e6351,CLAMP_ON_START,2026-01-01 10:23:31,start,0.0,L1020,24.0,EQP_LP,LP3,,,CLAMP_ON,LP
e6352,CLAMP_ON_END,2026-01-01 10:23:37,complete,6.0,L1020,24.0,EQP_LP,LP3,,,CLAMP_ON,LP
e6353,PUT_START,2026-01-01 10:23:39,start,0.0,L1020,24.0,EQP_XFER,,LP3,PM3,PUT,XFER
e6354,PUT_END,2026-01-01 10:24:12,complete,33.0,L1020,24.0,EQP_XFER,,LP3,PM3,PUT,XFER
e6355,RECIPE_RUN_START,2026-01-01 10:24:16,start,0.0,L1020,24.0,EQP_PM,PM3,,,RECIPE_RUN,PROC
e6356,RECIPE_RUN_END,2026-01-01 10:33:36,complete,560.0,L1020,24.0,EQP_PM,PM3,,,RECIPE_RUN,PROC
e6357,PUT_START,2026-01-01 10:33:41,start,0.0,L1020,24.0,EQP_XFER,,PM3,LLM2,PUT,XFER
e6358,PUT_END,2026-01-01 10:34:04,complete,23.0,L1020,24.0,EQP_XFER,,PM3,LLM2,PUT,XFER
e6359,MEASURE_START,2026-01-01 10:34:07,start,0.0,L1020,24.0,EQP_MET,LLM2,,,MEASURE,MET
e6360,MEASURE_END,2026-01-01 10:36:44,complete,157.0,L1020,24.0,EQP_MET,LLM2,,,MEASURE,MET
e6361,PUT_START,2026-01-01 10:27:08,start,0.0,L1021,1.0,EQP_XFER,,PST2,LP1,PUT,XFER
e6362,PUT_END,2026-01-01 10:27:25,complete,17.0,L1021,1.0,EQP_XFER,,PST2,LP1,PUT,XFER
e6363,CLAMP_ON_START,2026-01-01 10:27:32,start,0.0,L1021,1.0,EQP_LP,LP1,,,CLAMP_ON,LP
e6364,CLAMP_ON_END,2026-01-01 10:27:40,complete,8.0,L1021,1.0,EQP_LP,LP1,,,CLAMP_ON,LP
e6365,PUT_START,2026-01-01 10:27:47,start,0.0,L1021,1.0,EQP_XFER,,LP1,PM1,PUT,XFER
e6366,PUT_END,2026-01-01 10:28:12,complete,25.0,L1021,1.0,EQP_XFER,,LP1,PM1,PUT,XFER
e6367,RECIPE_RUN_START,2026-01-01 10:28:21,start,0.0,L1021,1.0,EQP_PM,PM1,,,RECIPE_RUN,PROC
e6368,RECIPE_RUN_END,2026-01-01 10:36:32,complete,491.0,L1021,1.0,EQP_PM,PM1,,,RECIPE_RUN,PROC
e6369,PUT_START,2026-01-01 10:36:42,start,0.0,L1021,1.0,EQP_XFER,,PM1,LLM1,PUT,XFER
e6370,PUT_END,2026-01-01 10:37:26,complete,44.0,L1021,1.0,EQP_XFER,,PM1,LLM1,PUT,XFER
e6371,MEASURE_START,2026-01-01 10:37:29,start,0.0,L1021,1.0,EQP_MET,LLM1,,,MEASURE,MET
e6372,MEASURE_END,2026-01-01 10:39:19,complete,110.0,L1021,1.0,EQP_MET,LLM1,,,MEASURE,MET
e6373,PUT_START,2026-01-01 10:27:16,start,0.0,L1021,2.0,EQP_XFER,,PST1,LP2,PUT,XFER
e6374,PUT_END,2026-01-01 10:27:25,complete,9.0,L1021,2.0,EQP_XFER,,PST1,LP2,PUT,XFER
e6375,CLAMP_ON_START,2026-01-01 10:27:29,start,0.0,L1021,2.0,EQP_LP,LP2,,,CLAMP_ON,LP
e6376,CLAMP_ON_END,2026-01-01 10:27:46,complete,17.0,L1021,2.0,EQP_LP,LP2,,,CLAMP_ON,LP
e6377,PUT_START,2026-01-01 10:27:53,start,0.0,L1021,2.0,EQP_XFER,,LP2,PM2,PUT,XFER
e6378,PUT_END,2026-01-01 10:28:09,complete,16.0,L1021,2.0,EQP_XFER,,LP2,PM2,PUT,XFER
e6379,RECIPE_RUN_START,2026-01-01 10:28:17,start,0.0,L1021,2.0,EQP_PM,PM2,,,RECIPE_RUN,PROC
e6380,RECIPE_RUN_END,2026-01-01 10:36:14,complete,477.0,L1021,2.0,EQP_PM,PM2,,,RECIPE_RUN,PROC
e6381,PUT_START,2026-01-01 10:36:19,start,0.0,L1021,2.0,EQP_XFER,,PM2,LLM2,PUT,XFER
e6382,PUT_END,2026-01-01 10:36:59,complete,40.0,L1021,2.0,EQP_XFER,,PM2,LLM2,PUT,XFER
e6383,MEASURE_START,2026-01-01 10:37:10,start,0.0,L1021,2.0,EQP_MET,LLM2,,,MEASURE,MET
e6384,MEASURE_END,2026-01-01 10:39:03,complete,113.0,L1021,2.0,EQP_MET,LLM2,,,MEASURE,MET
e6385,PUT_START,2026-01-01 10:27:24,start,0.0,L1021,3.0,EQP_XFER,,PST2,LP3,PUT,XFER
e6386,PUT_END,2026-01-01 10:27:38,complete,14.0,L1021,3.0,EQP_XFER,,PST2,LP3,PUT,XFER
e6387,CLAMP_ON_START,2026-01-01 10:27:44,start,0.0,L1021,3.0,EQP_LP,LP3,,,CLAMP_ON,LP
e6388,CLAMP_ON_END,2026-01-01 10:27:59,complete,15.0,L1021,3.0,EQP_LP,LP3,,,CLAMP_ON,LP
e6389,PUT_START,2026-01-01 10:28:04,start,0.0,L1021,3.0,EQP_XFER,,LP3,PM3,PUT,XFER
e6390,PUT_END,2026-01-01 10:28:21,complete,17.0,L1021,3.0,EQP_XFER,,LP3,PM3,PUT,XFER
e6391,RECIPE_RUN_START,2026-01-01 10:28:29,start,0.0,L1021,3.0,EQP_PM,PM3,,,RECIPE_RUN,PROC
e6392,RECIPE_RUN_END,2026-01-01 10:36:27,complete,478.0,L1021,3.0,EQP_PM,PM3,,,RECIPE_RUN,PROC
e6393,PUT_START,2026-01-01 10:36:33,start,0.0,L1021,3.0,EQP_XFER,,PM3,LLM1,PUT,XFER
e6394,PUT_END,2026-01-01 10:37:08,complete,35.0,L1021,3.0,EQP_XFER,,PM3,LLM1,PUT,XFER
e6395,MEASURE_START,2026-01-01 10:37:14,start,0.0,L1021,3.0,EQP_MET,LLM1,,,MEASURE,MET
e6396,MEASURE_END,2026-01-01 10:38:50,complete,96.0,L1021,3.0,EQP_MET,LLM1,,,MEASURE,MET
e6397,PUT_START,2026-01-01 10:27:32,start,0.0,L1021,4.0,EQP_XFER,,PST1,LP1,PUT,XFER
e6398,PUT_END,2026-01-01 10:27:45,complete,13.0,L1021,4.0,EQP_XFER,,PST1,LP1,PUT,XFER
e6399,CLAMP_ON_START,2026-01-01 10:27:52,start,0.0,L1021,4.0,EQP_LP,LP1,,,CLAMP_ON,LP
e6400,CLAMP_ON_END,2026-01-01 10:28:11,complete,19.0,L1021,4.0,EQP_LP,LP1,,,CLAMP_ON,LP
e6401,PUT_START,2026-01-01 10:28:17,start,0.0,L1021,4.0,EQP_XFER,,LP1,PM1,PUT,XFER
e6402,PUT_END,2026-01-01 10:28:35,complete,18.0,L1021,4.0,EQP_XFER,,LP1,PM1,PUT,XFER
e6403,RECIPE_RUN_START,2026-01-01 10:28:41,start,0.0,L1021,4.0,EQP_PM,PM1,,,RECIPE_RUN,PROC
e6404,RECIPE_RUN_END,2026-01-01 10:35:59,complete,438.0,L1021,4.0,EQP_PM,PM1,,,RECIPE_RUN,PROC
e6405,PUT_START,2026-01-01 10:36:06,start,0.0,L1021,4.0,EQP_XFER,,PM1,LLM2,PUT,XFER
e6406,PUT_END,2026-01-01 10:36:40,complete,34.0,L1021,4.0,EQP_XFER,,PM1,LLM2,PUT,XFER
e6407,MEASURE_START,2026-01-01 10:36:45,start,0.0,L1021,4.0,EQP_MET,LLM2,,,MEASURE,MET
e6408,MEASURE_END,2026-01-01 10:38:23,complete,98.0,L1021,4.0,EQP_MET,LLM2,,,MEASURE,MET
e6409,PUT_START,2026-01-01 10:27:40,start,0.0,L1021,5.0,EQP_XFER,,PST2,LP2,PUT,XFER
e6410,PUT_END,2026-01-01 10:27:48,complete,8.0,L1021,5.0,EQP_XFER,,PST2,LP2,PUT,XFER
e6411,CLAMP_ON_START,2026-01-01 10:27:53,start,0.0,L1021,5.0,EQP_LP,LP2,,,CLAMP_ON,LP
e6412,CLAMP_ON_END,2026-01-01 10:28:01,complete,8.0,L1021,5.0,EQP_LP,LP2,,,CLAMP_ON,LP
e6413,PUT_START,2026-01-01 10:28:04,start,0.0,L1021,5.0,EQP_XFER,,LP2,PM2,PUT,XFER
e6414,PUT_END,2026-01-01 10:28:31,complete,27.0,L1021,5.0,EQP_XFER,,LP2,PM2,PUT,XFER
e6415,RECIPE_RUN_START,2026-01-01 10:28:37,start,0.0,L1021,5.0,EQP_PM,PM2,,,RECIPE_RUN,PROC
e6416,RECIPE_RUN_END,2026-01-01 10:40:53,complete,736.0,L1021,5.0,EQP_PM,PM2,,,RECIPE_RUN,PROC
e6417,PUT_START,2026-01-01 10:40:58,start,0.0,L1021,5.0,EQP_XFER,,PM2,LLM1,PUT,XFER
e6418,PUT_END,2026-01-01 10:41:22,complete,24.0,L1021,5.0,EQP_XFER,,PM2,LLM1,PUT,XFER
e6419,MEASURE_START,2026-01-01 10:41:26,start,0.0,L1021,5.0,EQP_MET,LLM1,,,MEASURE,MET
e6420,MEASURE_END,2026-01-01 10:43:50,complete,144.0,L1021,5.0,EQP_MET,LLM1,,,MEASURE,MET
e6421,PUT_START,2026-01-01 10:27:48,start,0.0,L1021,6.0,EQP_XFER,,PST1,LP3,PUT,XFER
e6422,PUT_END,2026-01-01 10:27:55,complete,7.0,L1021,6.0,EQP_XFER,,PST1,LP3,PUT,XFER
e6423,CLAMP_ON_START,2026-01-01 10:28:00,start,0.0,L1021,6.0,EQP_LP,LP3,,,CLAMP_ON,LP
e6424,CLAMP_ON_END,2026-01-01 10:28:18,complete,18.0,L1021,6.0,EQP_LP,LP3,,,CLAMP_ON,LP
e6425,PUT_START,2026-01-01 10:28:25,start,0.0,L1021,6.0,EQP_XFER,,LP3,PM3,PUT,XFER
e6426,PUT_END,2026-01-01 10:28:50,complete,25.0,L1021,6.0,EQP_XFER,,LP3,PM3,PUT,XFER
e6427,RECIPE_RUN_START,2026-01-01 10:28:57,start,0.0,L1021,6.0,EQP_PM,PM3,,,RECIPE_RUN,PROC
e6428,RECIPE_RUN_END,2026-01-01 10:39:55,complete,658.0,L1021,6.0,EQP_PM,PM3,,,RECIPE_RUN,PROC
e6429,PUT_START,2026-01-01 10:40:03,start,0.0,L1021,6.0,EQP_XFER,,PM3,LLM2,PUT,XFER
e6430,PUT_END,2026-01-01 10:40:28,complete,25.0,L1021,6.0,EQP_XFER,,PM3,LLM2,PUT,XFER
e6431,MEASURE_START,2026-01-01 10:40:34,start,0.0,L1021,6.0,EQP_MET,LLM2,,,MEASURE,MET
e6432,MEASURE_END,2026-01-01 10:42:38,complete,124.0,L1021,6.0,EQP_MET,LLM2,,,MEASURE,MET
e6433,PUT_START,2026-01-01 10:27:56,start,0.0,L1021,7.0,EQP_XFER,,PST2,LP1,PUT,XFER
e6434,PUT_END,2026-01-01 10:28:10,complete,14.0,L1021,7.0,EQP_XFER,,PST2,LP1,PUT,XFER
e6435,CLAMP_ON_START,2026-01-01 10:28:15,start,0.0,L1021,7.0,EQP_LP,LP1,,,CLAMP_ON,LP
e6436,CLAMP_ON_END,2026-01-01 10:28:33,complete,18.0,L1021,7.0,EQP_LP,LP1,,,CLAMP_ON,LP
e6437,PUT_START,2026-01-01 10:28:36,start,0.0,L1021,7.0,EQP_XFER,,LP1,PM1,PUT,XFER
e6438,PUT_END,2026-01-01 10:28:50,complete,14.0,L1021,7.0,EQP_XFER,,LP1,PM1,PUT,XFER
e6439,RECIPE_RUN_START,2026-01-01 10:28:58,start,0.0,L1021,7.0,EQP_PM,PM1,,,RECIPE_RUN,PROC
e6440,RECIPE_RUN_END,2026-01-01 10:38:13,complete,555.0,L1021,7.0,EQP_PM,PM1,,,RECIPE_RUN,PROC
e6441,PUT_START,2026-01-01 10:38:25,start,0.0,L1021,7.0,EQP_XFER,,PM1,LLM1,PUT,XFER
e6442,PUT_END,2026-01-01 10:38:57,complete,32.0,L1021,7.0,EQP_XFER,,PM1,LLM1,PUT,XFER
e6443,MEASURE_START,2026-01-01 10:39:08,start,0.0,L1021,7.0,EQP_MET,LLM1,,,MEASURE,MET
e6444,MEASURE_END,2026-01-01 10:41:12,complete,124.0,L1021,7.0,EQP_MET,LLM1,,,MEASURE,MET
e6445,PUT_START,2026-01-01 10:28:04,start,0.0,L1021,8.0,EQP_XFER,,PST1,LP2,PUT,XFER
e6446,PUT_END,2026-01-01 10:28:10,complete,6.0,L1021,8.0,EQP_XFER,,PST1,LP2,PUT,XFER
e6447,CLAMP_ON_START,2026-01-01 10:28:15,start,0.0,L1021,8.0,EQP_LP,LP2,,,CLAMP_ON,LP
e6448,CLAMP_ON_END,2026-01-01 10:28:23,complete,8.0,L1021,8.0,EQP_LP,LP2,,,CLAMP_ON,LP
e6449,PUT_START,2026-01-01 10:28:26,start,0.0,L1021,8.0,EQP_XFER,,LP2,PM2,PUT,XFER
e6450,PUT_END,2026-01-01 10:28:53,complete,27.0,L1021,8.0,EQP_XFER,,LP2,PM2,PUT,XFER
e6451,RECIPE_RUN_START,2026-01-01 10:28:58,start,0.0,L1021,8.0,EQP_PM,PM2,,,RECIPE_RUN,PROC
e6452,RECIPE_RUN_END,2026-01-01 10:40:43,complete,705.0,L1021,8.0,EQP_PM,PM2,,,RECIPE_RUN,PROC
e6453,PUT_START,2026-01-01 10:40:57,start,0.0,L1021,8.0,EQP_XFER,,PM2,LLM2,PUT,XFER
e6454,PUT_END,2026-01-01 10:41:20,complete,23.0,L1021,8.0,EQP_XFER,,PM2,LLM2,PUT,XFER
e6455,MEASURE_START,2026-01-01 10:41:24,start,0.0,L1021,8.0,EQP_MET,LLM2,,,MEASURE,MET
e6456,MEASURE_END,2026-01-01 10:43:52,complete,148.0,L1021,8.0,EQP_MET,LLM2,,,MEASURE,MET
e6457,PUT_START,2026-01-01 10:28:12,start,0.0,L1021,9.0,EQP_XFER,,PST2,LP3,PUT,XFER
e6458,PUT_END,2026-01-01 10:28:21,complete,9.0,L1021,9.0,EQP_XFER,,PST2,LP3,PUT,XFER
e6459,CLAMP_ON_START,2026-01-01 10:28:27,start,0.0,L1021,9.0,EQP_LP,LP3,,,CLAMP_ON,LP
e6460,CLAMP_ON_END,2026-01-01 10:28:39,complete,12.0,L1021,9.0,EQP_LP,LP3,,,CLAMP_ON,LP
e6461,PUT_START,2026-01-01 10:28:44,start,0.0,L1021,9.0,EQP_XFER,,LP3,PM3,PUT,XFER
e6462,PUT_END,2026-01-01 10:28:57,complete,13.0,L1021,9.0,EQP_XFER,,LP3,PM3,PUT,XFER
e6463,RECIPE_RUN_START,2026-01-01 10:29:02,start,0.0,L1021,9.0,EQP_PM,PM3,,,RECIPE_RUN,PROC
e6464,RECIPE_RUN_END,2026-01-01 10:38:54,complete,592.0,L1021,9.0,EQP_PM,PM3,,,RECIPE_RUN,PROC
e6465,PUT_START,2026-01-01 10:39:05,start,0.0,L1021,9.0,EQP_XFER,,PM3,LLM1,PUT,XFER
e6466,PUT_END,2026-01-01 10:39:27,complete,22.0,L1021,9.0,EQP_XFER,,PM3,LLM1,PUT,XFER
e6467,MEASURE_START,2026-01-01 10:39:35,start,0.0,L1021,9.0,EQP_MET,LLM1,,,MEASURE,MET
e6468,MEASURE_END,2026-01-01 10:41:50,complete,135.0,L1021,9.0,EQP_MET,LLM1,,,MEASURE,MET
e6469,PUT_START,2026-01-01 10:28:20,start,0.0,L1021,10.0,EQP_XFER,,PST1,LP1,PUT,XFER
e6470,PUT_END,2026-01-01 10:28:34,complete,14.0,L1021,10.0,EQP_XFER,,PST1,LP1,PUT,XFER
e6471,CLAMP_ON_START,2026-01-01 10:28:40,start,0.0,L1021,10.0,EQP_LP,LP1,,,CLAMP_ON,LP
e6472,CLAMP_ON_END,2026-01-01 10:28:59,complete,19.0,L1021,10.0,EQP_LP,LP1,,,CLAMP_ON,LP
e6473,PUT_START,2026-01-01 10:29:04,start,0.0,L1021,10.0,EQP_XFER,,LP1,PM1,PUT,XFER
e6474,PUT_END,2026-01-01 10:29:19,complete,15.0,L1021,10.0,EQP_XFER,,LP1,PM1,PUT,XFER
e6475,RECIPE_RUN_START,2026-01-01 10:29:26,start,0.0,L1021,10.0,EQP_PM,PM1,,,RECIPE_RUN,PROC
e6476,RECIPE_RUN_END,2026-01-01 10:36:31,complete,425.0,L1021,10.0,EQP_PM,PM1,,,RECIPE_RUN,PROC
e6477,PUT_START,2026-01-01 10:36:45,start,0.0,L1021,10.0,EQP_XFER,,PM1,LLM2,PUT,XFER
e6478,PUT_END,2026-01-01 10:37:20,complete,35.0,L1021,10.0,EQP_XFER,,PM1,LLM2,PUT,XFER
e6479,MEASURE_START,2026-01-01 10:37:30,start,0.0,L1021,10.0,EQP_MET,LLM2,,,MEASURE,MET
e6480,MEASURE_END,2026-01-01 10:40:25,complete,175.0,L1021,10.0,EQP_MET,LLM2,,,MEASURE,MET
e6481,PUT_START,2026-01-01 10:28:28,start,0.0,L1021,11.0,EQP_XFER,,PST2,LP2,PUT,XFER
e6482,PUT_END,2026-01-01 10:28:41,complete,13.0,L1021,11.0,EQP_XFER,,PST2,LP2,PUT,XFER
e6483,CLAMP_ON_START,2026-01-01 10:28:47,start,0.0,L1021,11.0,EQP_LP,LP2,,,CLAMP_ON,LP
e6484,CLAMP_ON_END,2026-01-01 10:29:02,complete,15.0,L1021,11.0,EQP_LP,LP2,,,CLAMP_ON,LP
e6485,PUT_START,2026-01-01 10:29:07,start,0.0,L1021,11.0,EQP_XFER,,LP2,PM2,PUT,XFER
e6486,PUT_END,2026-01-01 10:29:24,complete,17.0,L1021,11.0,EQP_XFER,,LP2,PM2,PUT,XFER
e6487,RECIPE_RUN_START,2026-01-01 10:29:29,start,0.0,L1021,11.0,EQP_PM,PM2,,,RECIPE_RUN,PROC
e6488,RECIPE_RUN_END,2026-01-01 10:41:51,complete,742.0,L1021,11.0,EQP_PM,PM2,,,RECIPE_RUN,PROC
e6489,PUT_START,2026-01-01 10:42:05,start,0.0,L1021,11.0,EQP_XFER,,PM2,LLM1,PUT,XFER
e6490,PUT_END,2026-01-01 10:42:33,complete,28.0,L1021,11.0,EQP_XFER,,PM2,LLM1,PUT,XFER
e6491,MEASURE_START,2026-01-01 10:42:36,start,0.0,L1021,11.0,EQP_MET,LLM1,,,MEASURE,MET
e6492,MEASURE_END,2026-01-01 10:45:31,complete,175.0,L1021,11.0,EQP_MET,LLM1,,,MEASURE,MET
e6493,PUT_START,2026-01-01 10:28:36,start,0.0,L1021,12.0,EQP_XFER,,PST1,LP3,PUT,XFER
e6494,PUT_END,2026-01-01 10:28:44,complete,8.0,L1021,12.0,EQP_XFER,,PST1,LP3,PUT,XFER
e6495,CLAMP_ON_START,2026-01-01 10:28:49,start,0.0,L1021,12.0,EQP_LP,LP3,,,CLAMP_ON,LP
e6496,CLAMP_ON_END,2026-01-01 10:28:55,complete,6.0,L1021,12.0,EQP_LP,LP3,,,CLAMP_ON,LP
e6497,PUT_START,2026-01-01 10:28:57,start,0.0,L1021,12.0,EQP_XFER,,LP3,PM3,PUT,XFER
e6498,PUT_END,2026-01-01 10:29:27,complete,30.0,L1021,12.0,EQP_XFER,,LP3,PM3,PUT,XFER
e6499,RECIPE_RUN_START,2026-01-01 10:29:34,start,0.0,L1021,12.0,EQP_PM,PM3,,,RECIPE_RUN,PROC
e6500,RECIPE_RUN_END,2026-01-01 10:40:07,complete,633.0,L1021,12.0,EQP_PM,PM3,,,RECIPE_RUN,PROC
e6501,PUT_START,2026-01-01 10:40:19,start,0.0,L1021,12.0,EQP_XFER,,PM3,LLM2,PUT,XFER
e6502,PUT_END,2026-01-01 10:40:42,complete,23.0,L1021,12.0,EQP_XFER,,PM3,LLM2,PUT,XFER
e6503,MEASURE_START,2026-01-01 10:40:47,start,0.0,L1021,12.0,EQP_MET,LLM2,,,MEASURE,MET
e6504,MEASURE_END,2026-01-01 10:42:28,complete,101.0,L1021,12.0,EQP_MET,LLM2,,,MEASURE,MET
e6505,PUT_START,2026-01-01 10:28:44,start,0.0,L1021,13.0,EQP_XFER,,PST2,LP1,PUT,XFER
e6506,PUT_END,2026-01-01 10:28:49,complete,5.0,L1021,13.0,EQP_XFER,,PST2,LP1,PUT,XFER
